    -40.,0.,-.1,.02
    -40.,0.,-.1,.02
    -40.,10.,-0.08,.04
    -20.,20.,-.06,.06
    -20.,20.,-.06,.04
    -10.,20.,-.04,.07
    0.,32.,-.03,.1
    -40.,0.,-.1,.02
