    -30.,30.,-0.045,.045
    -30.,30.,-0.045,.045
    -30.,30.,-0.045,.045
    -30.,20.,-0.04,.04
    -30.,15.,-0.04,.04
    -30.,15.,-0.03,.03
    -30.,15.,-0.03,.03
    -30.,15.,-0.03,.03
    -30.,15.,-0.02,.02
    -30.,20.,-0.02,.02
